Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_174.jpg;0;0;1;3.734826;140.8119;104.1795;358.976;355.5921;0.06483243
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_241.jpg;0;0;1;3.48221;141.0811;104.1569;358.6182;355.6772;359.9836
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_308.jpg;0;0;1;3.327264;141.2723;104.1432;358.3715;355.5021;0.01623151
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_375.jpg;0;0;1;3.136912;141.4585;104.1275;358.2889;355.4324;359.9818
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_441.jpg;0;0;1;3.018089;141.7007;104.1086;358.4494;355.395;0.02771958
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_508.jpg;0;0;1;2.893909;141.8775;104.0933;358.7932;355.438;359.988
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_574.jpg;0;0;1;2.637118;142.0354;104.081;358.8331;355.4916;0.02296829
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_641.jpg;0;0;1;2.413893;142.2212;104.0652;358.559;355.4236;-0.004400567
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_708.jpg;0;0;1;2.288782;142.3562;104.0539;358.5843;355.3613;359.9934
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_775.jpg;0;0;1;2.133867;142.4872;104.043;358.7724;355.3136;-0.004964713
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_841.jpg;0;0;1;1.941382;142.6379;104.0303;358.7316;355.29;-0.002643291
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_908.jpg;0;0;1;1.730121;142.737;104.022;358.6117;355.2857;359.9937
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_44_974.jpg;0;0;1;1.572641;142.8321;104.0141;358.66;355.2927;-0.001191554
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_041.jpg;0;0;1;1.425289;142.9419;104.0048;358.6557;355.2964;0.00145806
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_108.jpg;0;0;1;1.211666;143.0116;103.9986;358.6117;355.2927;359.9938
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_174.jpg;0;0;1;1.025531;143.0748;103.9933;358.6361;355.2982;0.002694739
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_241.jpg;0;0;1;0.8764939;143.1403;103.9876;358.556;355.3498;0.005552465
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_308.jpg;0;0;1;0.7286165;143.1791;103.9842;358.55;355.5095;-0.004390442
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_375.jpg;0;0;1;0.4180873;143.202;103.9827;358.4108;355.6153;0.004673113
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_441.jpg;0;0;1;0.2331219;143.2111;103.9821;358.227;355.6774;0.007804933
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_508.jpg;0;0;1;0.02068149;143.2112;103.9821;358.2562;355.6775;359.9921
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_574.jpg;0;0;1;-0.08663119;143.2113;103.9821;358.5437;355.6802;0.005107909
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_641.jpg;0;0;1;-0.1257553;143.2111;103.9821;359.1135;355.6805;0.01685332
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_708.jpg;0;0;0;-0.1230572;143.2109;103.9821;359.5201;355.6806;0.03658738
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_775.jpg;1.487162;0;0;-0.1151283;143.2108;103.9821;359.9064;355.7696;0.05388179
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_842.jpg;4.488932;0;0;-0.107165;143.2106;103.9821;0.3806898;356.6666;0.06595967
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_908.jpg;7.489846;0;0;-0.09779238;143.2105;103.9821;0.6911497;357.9251;0.04840382
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_45_974.jpg;10.48788;0;0;-0.07565223;143.2104;103.9821;0.9479041;359.6334;359.9938
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_042.jpg;13.5045;0;0;-0.05835559;143.2102;103.9821;1.180313;2.694252;359.9418
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_108.jpg;15;0;0;-0.02810823;143.2101;103.9821;1.221697;5.394363;359.9674
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_174.jpg;15;0;0;0.0434834;143.2101;103.9821;1.15938;8.093735;0.03648767
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_242.jpg;15;0;0;0.0417299;143.2101;103.982;1.018928;11.69312;0.08953323
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_308.jpg;15;0;0;0.04394466;143.2102;103.982;0.90018;14.39285;0.1283098
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_374.jpg;15;0;0;0.04558841;143.2102;103.982;0.7784745;17.09269;0.1719484
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_442.jpg;15;0;0;0.04589661;143.2103;103.982;0.6162309;20.69252;0.2358069
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_508.jpg;15;0;0;0.04545734;143.2104;103.9819;0.4976114;23.39257;0.2862638
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_575.jpg;15;0;0;0.04382184;143.2105;103.9819;0.3472161;26.99275;0.3542415
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_641.jpg;15;0;0;0.04187677;143.2105;103.9819;0.2422075;29.69298;0.4038353
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_708.jpg;15;0;0;0.03950772;143.2106;103.9819;0.145192;32.39331;0.4505657
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_775.jpg;15;0;0;0.03579863;143.2106;103.9819;0.05693011;35.09369;0.4930857
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_842.jpg;15;0;0;0.03276099;143.2107;103.9819;359.9536;38.6943;0.5411749
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_908.jpg;15;0;0;0.02965078;143.2108;103.982;359.8919;41.3947;0.5633955
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_46_974.jpg;15;0;0;0.02230879;143.2108;103.982;359.8463;44.09499;0.5689777
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_041.jpg;15;0;0;0.01893976;143.2108;103.982;359.8008;47.69532;0.5589501
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_108.jpg;15;0;0;0.01772624;143.2108;103.982;359.7755;50.3955;0.5397242
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_174.jpg;15;0;0;0.01746891;143.2108;103.982;359.7559;53.09564;0.5121994
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_241.jpg;12.0017;0;0;0.0178612;143.2108;103.9821;359.7317;56.15565;0.4629432
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_309.jpg;8.996865;0;0;0.0183227;143.2108;103.9821;359.7133;57.86547;0.417921
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_375.jpg;5.980785;0;0;0.01868153;143.2108;103.9821;359.6963;59.12223;0.3672475
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_441.jpg;5.970389;0;0;0.0187162;143.2107;103.9821;359.6789;60.37656;0.2940842
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_508.jpg;8.966668;0;0;0.0186695;143.2107;103.9822;359.6743;61.90065;0.2412221
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_574.jpg;11.96979;0;0;0.0184835;143.2107;103.9822;359.6747;63.87526;0.1907605
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_642.jpg;14.96017;0;0;0.01823126;143.2107;103.9822;359.6807;67.2866;0.1286242
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_708.jpg;15;0;0;0.01785712;143.2106;103.9822;359.6869;69.98647;0.0840929
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_774.jpg;15;0;0;-0.01711098;143.2106;103.9822;359.6939;72.68633;0.04135026
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_841.jpg;15;0;0;-0.01639808;143.2106;103.9822;359.7049;76.28616;359.9881
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_908.jpg;15;0;0;-0.01558819;143.2106;103.9822;359.7142;78.98606;359.9515
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_47_974.jpg;15;0;0;-0.01441959;143.2105;103.9822;359.7245;81.68597;359.9182
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_041.jpg;15;0;0;-0.01352396;143.2105;103.9822;359.7399;85.28588;359.8792
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_108.jpg;15;0;0;-0.01265481;143.2105;103.9822;359.7528;87.98584;359.8542
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_174.jpg;11.99562;0;0.09981894;-0.01157341;143.2105;103.9822;359.77;89.605;359.8287
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_241.jpg;8.992364;0;0.300036;-0.01059574;143.2105;103.9822;359.8026;89.60504;359.7951
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_308.jpg;5.98866;0;0.5002829;0;143.2105;103.9822;359.8296;89.60506;359.7773
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_374.jpg;2.996114;0;0.699786;0;143.2105;103.9821;359.8578;89.60508;359.7657
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_441.jpg;0;0;0.90009;0;143.2105;103.9821;359.8963;89.60509;359.7592
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_508.jpg;0;0;1;0;143.2105;103.9821;359.9252;89.60509;359.7605
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_574.jpg;0;0;1;0;143.2105;103.9821;359.9534;89.6051;359.7667
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_641.jpg;0;0;1;0;143.2105;103.9821;359.9892;89.60512;359.7814
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_708.jpg;0;0;1;0;143.2105;103.9821;0.01403213;89.60512;359.7966
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_774.jpg;0;0;1;0;143.2105;103.9821;0.03681785;89.60513;359.8147
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_841.jpg;0;0;1;0;143.2105;103.9821;0.06348805;89.60513;359.8421
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_908.jpg;0;0;1;0;143.2105;103.9821;0.08043531;89.60513;359.8644
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_48_974.jpg;0;0;1;0;143.2105;103.9821;0.09460916;89.60513;359.8876
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_041.jpg;0;0;1;0;143.2105;103.9821;0.1090795;89.60513;359.9188
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_108.jpg;0;0;1;0;143.2105;103.9821;0.1166099;89.60513;359.9418
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_174.jpg;0;0;1;0;143.2105;103.982;0.1213562;89.60513;359.9641
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_241.jpg;0;0;1;0;143.2105;103.9821;0.1235526;89.60513;359.9917
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_308.jpg;0;0;1;0;143.2106;103.982;0.1223098;89.60513;0.01061246
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_374.jpg;0;0;1;0;143.2106;103.982;0.1188118;89.60513;0.02763296
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_441.jpg;0;0;1;0;143.2106;103.9821;0.1110423;89.60514;0.04709584
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_508.jpg;0;0;1;0;143.2106;103.9821;0.1032182;89.60514;0.05911722
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_574.jpg;0;0;0;0;143.2106;103.9821;0.09398356;89.60515;0.06886623
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_641.jpg;0;0;0;0;143.2106;103.9821;0.07996254;89.60516;0.07833509
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_708.jpg;0;0;0;0;143.2106;103.9821;0.06852847;89.60516;0.08285686
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_774.jpg;0;0.2009729;0;0;143.2106;103.9825;0.06660768;89.61575;0.08508679
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_841.jpg;0;0.400521;0;0.01426553;143.2106;103.9847;0.09613474;89.67329;0.0849342
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_908.jpg;0;0.600822;0;0.03925756;143.2107;103.9891;0.172428;89.56219;0.08311138
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_49_974.jpg;0;0.801129;0;0.08308686;143.2107;103.9958;0.2917376;89.44077;0.08020505
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_041.jpg;0;1;0;0.1299741;143.2112;104.0102;0.5237957;89.26482;0.04789894
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_108.jpg;0;1;0;0.1819692;143.2116;104.0267;0.7783205;89.28357;0.002627899
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_174.jpg;0;1;0;0.2474658;143.2115;104.0459;1.034116;89.25198;359.9884
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_241.jpg;0;1;0;0.3001788;143.2117;104.0752;1.324537;89.43034;-0.002225412
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_308.jpg;0;1;0;0.3310712;143.2122;104.0943;1.221307;89.44569;-0.001053608
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_374.jpg;0;1;0;0.4308407;143.2127;104.1177;1.118847;89.33984;0.000444172
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_441.jpg;0;1;0;0.4719234;143.2132;104.1555;1.093949;89.28816;3.763418E-05
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_508.jpg;0;1;0;0.5097383;143.2137;104.1882;1.13379;89.36281;-0.0007695279
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_574.jpg;0;1;0;0.5900481;143.2142;104.225;1.222172;89.38187;-0.0003126498
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_641.jpg;0;1;0;0.6232892;143.215;104.2762;1.242386;89.32104;-0.001197479
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_708.jpg;0;1;0;0.6905997;143.2155;104.3176;1.211802;89.40877;-0.00219948
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_774.jpg;0;1;0;0.7416778;143.2161;104.362;1.18914;89.31481;0.0004564844
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_841.jpg;0;1;0;0.7912305;143.2171;104.4273;1.218102;89.28913;-0.0009524062
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_908.jpg;0;1;0;0.8499162;143.218;104.4794;1.224144;89.33327;-0.001726645
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_50_974.jpg;0;1;0;0.9102179;143.2189;104.5343;1.219874;89.29584;-0.0008984327
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_041.jpg;0;1;0;0.9707353;143.2201;104.6118;1.207556;89.36153;-0.0006284835
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_108.jpg;0;1;0;1.007087;143.221;104.6737;1.222976;89.3456;-0.0009227031
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_174.jpg;0;1;0;1.076883;143.222;104.7388;1.234602;89.3437;-0.0008996494
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_241.jpg;0;1;0;1.128584;143.2234;104.8294;1.225384;89.32935;-0.0007807261
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_308.jpg;0;1;0;1.170679;143.2245;104.9007;1.227435;89.33077;-0.0009614981
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_374.jpg;0;1;0;1.235309;143.2257;104.9748;1.229274;89.30586;-0.0006011316
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_441.jpg;0;1;0;1.281939;143.2273;105.0781;1.234563;89.26453;-0.0007593294
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_508.jpg;0;1;0;1.327454;143.2287;105.1588;1.239504;89.2436;-0.0007608446
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_574.jpg;0;1;0;1.390239;143.2301;105.2423;1.24372;89.22462;-0.0008224043
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_641.jpg;0;1;0;1.437607;143.2321;105.3581;1.246997;89.20564;-0.0009166672
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_708.jpg;0;1;0;1.48582;143.2337;105.4482;1.250382;89.19395;-0.0009620734
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_774.jpg;0;1;0;1.547274;143.2354;105.5412;1.255058;89.17992;-0.0009363548
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_841.jpg;0;1;0;1.594512;143.2377;105.6695;1.261478;89.1648;-0.0009723628
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_908.jpg;0;1;0;1.639997;143.2395;105.7689;1.265075;89.15495;-0.001004282
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_51_974.jpg;0;1;0;1.701509;143.2415;105.8712;1.269867;89.14281;-0.001008874
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_52_041.jpg;0;1;0;1.748187;143.2441;106.0117;1.27532;89.12916;-0.001052773
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_52_108.jpg;0;1;0;1.793849;143.2462;106.1204;1.279538;89.1174;-0.001052114
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_52_174.jpg;0;1;0;1.854669;143.2484;106.2317;1.28231;89.10587;-0.001069557
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_52_241.jpg;0;0.8000381;0;1.896299;143.2514;106.384;1.284045;89.09392;-0.0006677003
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_52_308.jpg;0;0.6000251;0;1.930872;143.2537;106.5004;1.282688;89.08389;-0.0005616279
